num,kmh_mph,mph_kmh,kmh_kms,kmh_mh,kmh_ms,kmh_fph,kmh_fps,kmh_nmph,kmh_nmps,kmh_yph,kmh_yps,kmh_mach,kmh_knots,mph_mps,mph_mh,mph_ms,mph_fph,mph_fps,mph_nmph,mph_nmps,mph_yph,mph_yps,mph_mach,mph_knots,kmh_mph1,kmh_mph2,kmh_mph3,kmh_mph4,kmh_mph5,kmh_mph6,kmh_mph7,kmh_mph8,kmh_mph9,mph_kmh1,mph_kmh2,mph_kmh3,mph_kmh4,mph_kmh5,mph_kmh6,mph_kmh7,mph_kmh8,mph_kmh9
3931,2442.609401,6326.331264,1.091944444,3931000,1091.944444,12896982.04,3582.495011,2122.570181,0.589602828,4298993.876,1194.164965,3.295938577,2122.570181,1.091944444,6326331.264,1757.31424,20755680,5765.466667,3415.944656,0.948873516,6918560,1921.822222,5.122093,3415.944656,2442.671538,2442.733675,2442.795812,2442.857949,2442.920087,2442.982224,2443.044361,2443.106498,2443.168635,6326.492198,6326.653133,6326.814067,6326.975002,6327.135936,6327.29687,6327.457805,6327.618739,6327.779674
3932,2443.230772,6327.940608,1.092222222,3932000,1092.222222,12900262.88,3583.406356,2123.110138,0.589752816,4300087.489,1194.468747,3.296777025,2123.110138,1.092222222,6327940.608,1757.76128,20760960,5766.933333,3416.813632,0.949114898,6920320,1922.311111,5.123396,3416.813632,2443.292909,2443.355046,2443.417183,2443.47932,2443.541458,2443.603595,2443.665732,2443.727869,2443.790006,6328.101542,6328.262477,6328.423411,6328.584346,6328.74528,6328.906214,6329.067149,6329.228083,6329.389018
3933,2443.852143,6329.549952,1.0925,3933000,1092.5,12903543.72,3584.3177,2123.650094,0.589902804,4301181.102,1194.772528,3.297615473,2123.650094,1.0925,6329549.952,1758.20832,20766240,5768.4,3417.682608,0.94935628,6922080,1922.8,5.124699,3417.682608,2443.91428,2443.976417,2444.038554,2444.100691,2444.162829,2444.224966,2444.287103,2444.34924,2444.411377,6329.710886,6329.871821,6330.032755,6330.19369,6330.354624,6330.515558,6330.676493,6330.837427,6330.998362
3934,2444.473514,6331.159296,1.092777778,3934000,1092.777778,12906824.56,3585.229044,2124.190051,0.590052792,4302274.716,1195.07631,3.298453921,2124.190051,1.092777778,6331159.296,1758.65536,20771520,5769.866667,3418.551584,0.949597662,6923840,1923.288889,5.126002,3418.551584,2444.535651,2444.597788,2444.659925,2444.722062,2444.7842,2444.846337,2444.908474,2444.970611,2445.032748,6331.32023,6331.481165,6331.642099,6331.803034,6331.963968,6332.124902,6332.285837,6332.446771,6332.607706
3935,2445.094885,6332.76864,1.093055556,3935000,1093.055556,12910105.4,3586.140389,2124.730008,0.59020278,4303368.329,1195.380091,3.299292368,2124.730008,1.093055556,6332768.64,1759.1024,20776800,5771.333333,3419.42056,0.949839044,6925600,1923.777778,5.127305,3419.42056,2445.157022,2445.219159,2445.281296,2445.343433,2445.405571,2445.467708,2445.529845,2445.591982,2445.654119,6332.929574,6333.090509,6333.251443,6333.412378,6333.573312,6333.734246,6333.895181,6334.056115,6334.21705
3936,2445.716256,6334.377984,1.093333333,3936000,1093.333333,12913386.24,3587.051733,2125.269965,0.590352768,4304461.942,1195.683873,3.300130816,2125.269965,1.093333333,6334377.984,1759.54944,20782080,5772.8,3420.289536,0.950080427,6927360,1924.266667,5.128608,3420.289536,2445.778393,2445.84053,2445.902667,2445.964804,2446.026942,2446.089079,2446.151216,2446.213353,2446.27549,6334.538918,6334.699853,6334.860787,6335.021722,6335.182656,6335.34359,6335.504525,6335.665459,6335.826394
3937,2446.337627,6335.987328,1.093611111,3937000,1093.611111,12916667.08,3587.963078,2125.809922,0.590502756,4305555.555,1195.987654,3.300969264,2125.809922,1.093611111,6335987.328,1759.99648,20787360,5774.266667,3421.158512,0.950321809,6929120,1924.755556,5.129911,3421.158512,2446.399764,2446.461901,2446.524038,2446.586175,2446.648313,2446.71045,2446.772587,2446.834724,2446.896861,6336.148262,6336.309197,6336.470131,6336.631066,6336.792,6336.952934,6337.113869,6337.274803,6337.435738
3938,2446.958998,6337.596672,1.093888889,3938000,1093.888889,12919947.92,3588.874422,2126.349878,0.590652744,4306649.169,1196.291436,3.301807712,2126.349878,1.093888889,6337596.672,1760.44352,20792640,5775.733333,3422.027488,0.950563191,6930880,1925.244444,5.131214,3422.027488,2447.021135,2447.083272,2447.145409,2447.207546,2447.269684,2447.331821,2447.393958,2447.456095,2447.518232,6337.757606,6337.918541,6338.079475,6338.24041,6338.401344,6338.562278,6338.723213,6338.884147,6339.045082
3939,2447.580369,6339.206016,1.094166667,3939000,1094.166667,12923228.76,3589.785767,2126.889835,0.590802732,4307742.782,1196.595217,3.30264616,2126.889835,1.094166667,6339206.016,1760.89056,20797920,5777.2,3422.896464,0.950804573,6932640,1925.733333,5.132517,3422.896464,2447.642506,2447.704643,2447.76678,2447.828917,2447.891055,2447.953192,2448.015329,2448.077466,2448.139603,6339.36695,6339.527885,6339.688819,6339.849754,6340.010688,6340.171622,6340.332557,6340.493491,6340.654426
3940,2448.20174,6340.81536,1.094444444,3940000,1094.444444,12926509.6,3590.697111,2127.429792,0.59095272,4308836.395,1196.898999,3.303484608,2127.429792,1.094444444,6340815.36,1761.3376,20803200,5778.666667,3423.76544,0.951045956,6934400,1926.222222,5.13382,3423.76544,2448.263877,2448.326014,2448.388151,2448.450288,2448.512426,2448.574563,2448.6367,2448.698837,2448.760974,6340.976294,6341.137229,6341.298163,6341.459098,6341.620032,6341.780966,6341.941901,6342.102835,6342.26377
3941,2448.823111,6342.424704,1.094722222,3941000,1094.722222,12929790.44,3591.608456,2127.969749,0.591102708,4309930.009,1197.20278,3.304323056,2127.969749,1.094722222,6342424.704,1761.78464,20808480,5780.133333,3424.634416,0.951287338,6936160,1926.711111,5.135123,3424.634416,2448.885248,2448.947385,2449.009522,2449.071659,2449.133797,2449.195934,2449.258071,2449.320208,2449.382345,6342.585638,6342.746573,6342.907507,6343.068442,6343.229376,6343.39031,6343.551245,6343.712179,6343.873114
3942,2449.444482,6344.034048,1.095,3942000,1095,12933071.28,3592.5198,2128.509706,0.591252696,4311023.622,1197.506562,3.305161504,2128.509706,1.095,6344034.048,1762.23168,20813760,5781.6,3425.503392,0.95152872,6937920,1927.2,5.136426,3425.503392,2449.506619,2449.568756,2449.630893,2449.69303,2449.755168,2449.817305,2449.879442,2449.941579,2450.003716,6344.194982,6344.355917,6344.516851,6344.677786,6344.83872,6344.999654,6345.160589,6345.321523,6345.482458
3943,2450.065853,6345.643392,1.095277778,3943000,1095.277778,12936352.12,3593.431144,2129.049662,0.591402684,4312117.235,1197.810343,3.305999951,2129.049662,1.095277778,6345643.392,1762.67872,20819040,5783.066667,3426.372368,0.951770102,6939680,1927.688889,5.137729,3426.372368,2450.12799,2450.190127,2450.252264,2450.314401,2450.376539,2450.438676,2450.500813,2450.56295,2450.625087,6345.804326,6345.965261,6346.126195,6346.28713,6346.448064,6346.608998,6346.769933,6346.930867,6347.091802
3944,2450.687224,6347.252736,1.095555556,3944000,1095.555556,12939632.96,3594.342489,2129.589619,0.591552672,4313210.848,1198.114125,3.306838399,2129.589619,1.095555556,6347252.736,1763.12576,20824320,5784.533333,3427.241344,0.952011484,6941440,1928.177778,5.139032,3427.241344,2450.749361,2450.811498,2450.873635,2450.935772,2450.99791,2451.060047,2451.122184,2451.184321,2451.246458,6347.41367,6347.574605,6347.735539,6347.896474,6348.057408,6348.218342,6348.379277,6348.540211,6348.701146
3945,2451.308595,6348.86208,1.095833333,3945000,1095.833333,12942913.8,3595.253833,2130.129576,0.59170266,4314304.462,1198.417906,3.307676847,2130.129576,1.095833333,6348862.08,1763.5728,20829600,5786,3428.11032,0.952252867,6943200,1928.666667,5.140335,3428.11032,2451.370732,2451.432869,2451.495006,2451.557143,2451.619281,2451.681418,2451.743555,2451.805692,2451.867829,6349.023014,6349.183949,6349.344883,6349.505818,6349.666752,6349.827686,6349.988621,6350.149555,6350.31049
3946,2451.929966,6350.471424,1.096111111,3946000,1096.111111,12946194.64,3596.165178,2130.669533,0.591852648,4315398.075,1198.721688,3.308515295,2130.669533,1.096111111,6350471.424,1764.01984,20834880,5787.466667,3428.979296,0.952494249,6944960,1929.155556,5.141638,3428.979296,2451.992103,2452.05424,2452.116377,2452.178514,2452.240652,2452.302789,2452.364926,2452.427063,2452.4892,6350.632358,6350.793293,6350.954227,6351.115162,6351.276096,6351.43703,6351.597965,6351.758899,6351.919834
3947,2452.551337,6352.080768,1.096388889,3947000,1096.388889,12949475.48,3597.076522,2131.20949,0.592002636,4316491.688,1199.025469,3.309353743,2131.20949,1.096388889,6352080.768,1764.46688,20840160,5788.933333,3429.848272,0.952735631,6946720,1929.644444,5.142941,3429.848272,2452.613474,2452.675611,2452.737748,2452.799885,2452.862023,2452.92416,2452.986297,2453.048434,2453.110571,6352.241702,6352.402637,6352.563571,6352.724506,6352.88544,6353.046374,6353.207309,6353.368243,6353.529178
3948,2453.172708,6353.690112,1.096666667,3948000,1096.666667,12952756.32,3597.987867,2131.749446,0.592152624,4317585.302,1199.32925,3.310192191,2131.749446,1.096666667,6353690.112,1764.91392,20845440,5790.4,3430.717248,0.952977013,6948480,1930.133333,5.144244,3430.717248,2453.234845,2453.296982,2453.359119,2453.421256,2453.483394,2453.545531,2453.607668,2453.669805,2453.731942,6353.851046,6354.011981,6354.172915,6354.33385,6354.494784,6354.655718,6354.816653,6354.977587,6355.138522
3949,2453.794079,6355.299456,1.096944444,3949000,1096.944444,12956037.16,3598.899211,2132.289403,0.592302612,4318678.915,1199.633032,3.311030639,2132.289403,1.096944444,6355299.456,1765.36096,20850720,5791.866667,3431.586224,0.953218396,6950240,1930.622222,5.145547,3431.586224,2453.856216,2453.918353,2453.98049,2454.042627,2454.104765,2454.166902,2454.229039,2454.291176,2454.353313,6355.46039,6355.621325,6355.782259,6355.943194,6356.104128,6356.265062,6356.425997,6356.586931,6356.747866
3950,2454.41545,6356.9088,1.097222222,3950000,1097.222222,12959318,3599.810556,2132.82936,0.5924526,4319772.528,1199.936813,3.311869087,2132.82936,1.097222222,6356908.8,1765.808,20856000,5793.333333,3432.4552,0.953459778,6952000,1931.111111,5.14685,3432.4552,2454.477587,2454.539724,2454.601861,2454.663998,2454.726136,2454.788273,2454.85041,2454.912547,2454.974684,6357.069734,6357.230669,6357.391603,6357.552538,6357.713472,6357.874406,6358.035341,6358.196275,6358.35721
3951,2455.036821,6358.518144,1.0975,3951000,1097.5,12962598.84,3600.7219,2133.369317,0.592602588,4320866.142,1200.240595,3.312707534,2133.369317,1.0975,6358518.144,1766.25504,20861280,5794.8,3433.324176,0.95370116,6953760,1931.6,5.148153,3433.324176,2455.098958,2455.161095,2455.223232,2455.285369,2455.347507,2455.409644,2455.471781,2455.533918,2455.596055,6358.679078,6358.840013,6359.000947,6359.161882,6359.322816,6359.48375,6359.644685,6359.805619,6359.966554
3952,2455.658192,6360.127488,1.097777778,3952000,1097.777778,12965879.68,3601.633244,2133.909274,0.592752576,4321959.755,1200.544376,3.313545982,2133.909274,1.097777778,6360127.488,1766.70208,20866560,5796.266667,3434.193152,0.953942542,6955520,1932.088889,5.149456,3434.193152,2455.720329,2455.782466,2455.844603,2455.90674,2455.968878,2456.031015,2456.093152,2456.155289,2456.217426,6360.288422,6360.449357,6360.610291,6360.771226,6360.93216,6361.093094,6361.254029,6361.414963,6361.575898
3953,2456.279563,6361.736832,1.098055556,3953000,1098.055556,12969160.52,3602.544589,2134.44923,0.592902564,4323053.368,1200.848158,3.31438443,2134.44923,1.098055556,6361736.832,1767.14912,20871840,5797.733333,3435.062128,0.954183924,6957280,1932.577778,5.150759,3435.062128,2456.3417,2456.403837,2456.465974,2456.528111,2456.590249,2456.652386,2456.714523,2456.77666,2456.838797,6361.897766,6362.058701,6362.219635,6362.38057,6362.541504,6362.702438,6362.863373,6363.024307,6363.185242
3954,2456.900934,6363.346176,1.098333333,3954000,1098.333333,12972441.36,3603.455933,2134.989187,0.593052552,4324146.981,1201.151939,3.315222878,2134.989187,1.098333333,6363346.176,1767.59616,20877120,5799.2,3435.931104,0.954425307,6959040,1933.066667,5.152062,3435.931104,2456.963071,2457.025208,2457.087345,2457.149482,2457.21162,2457.273757,2457.335894,2457.398031,2457.460168,6363.50711,6363.668045,6363.828979,6363.989914,6364.150848,6364.311782,6364.472717,6364.633651,6364.794586
3955,2457.522305,6364.95552,1.098611111,3955000,1098.611111,12975722.2,3604.367278,2135.529144,0.59320254,4325240.595,1201.455721,3.316061326,2135.529144,1.098611111,6364955.52,1768.0432,20882400,5800.666667,3436.80008,0.954666689,6960800,1933.555556,5.153365,3436.80008,2457.584442,2457.646579,2457.708716,2457.770853,2457.832991,2457.895128,2457.957265,2458.019402,2458.081539,6365.116454,6365.277389,6365.438323,6365.599258,6365.760192,6365.921126,6366.082061,6366.242995,6366.40393
3956,2458.143676,6366.564864,1.098888889,3956000,1098.888889,12979003.04,3605.278622,2136.069101,0.593352528,4326334.208,1201.759502,3.316899774,2136.069101,1.098888889,6366564.864,1768.49024,20887680,5802.133333,3437.669056,0.954908071,6962560,1934.044444,5.154668,3437.669056,2458.205813,2458.26795,2458.330087,2458.392224,2458.454362,2458.516499,2458.578636,2458.640773,2458.70291,6366.725798,6366.886733,6367.047667,6367.208602,6367.369536,6367.53047,6367.691405,6367.852339,6368.013274
3957,2458.765047,6368.174208,1.099166667,3957000,1099.166667,12982283.88,3606.189967,2136.609058,0.593502516,4327427.821,1202.063284,3.317738222,2136.609058,1.099166667,6368174.208,1768.93728,20892960,5803.6,3438.538032,0.955149453,6964320,1934.533333,5.155971,3438.538032,2458.827184,2458.889321,2458.951458,2459.013595,2459.075733,2459.13787,2459.200007,2459.262144,2459.324281,6368.335142,6368.496077,6368.657011,6368.817946,6368.97888,6369.139814,6369.300749,6369.461683,6369.622618
3958,2459.386418,6369.783552,1.099444444,3958000,1099.444444,12985564.72,3607.101311,2137.149014,0.593652504,4328521.435,1202.367065,3.318576669,2137.149014,1.099444444,6369783.552,1769.38432,20898240,5805.066667,3439.407008,0.955390836,6966080,1935.022222,5.157274,3439.407008,2459.448555,2459.510692,2459.572829,2459.634966,2459.697104,2459.759241,2459.821378,2459.883515,2459.945652,6369.944486,6370.105421,6370.266355,6370.42729,6370.588224,6370.749158,6370.910093,6371.071027,6371.231962
3959,2460.007789,6371.392896,1.099722222,3959000,1099.722222,12988845.56,3608.012656,2137.688971,0.593802492,4329615.048,1202.670847,3.319415117,2137.688971,1.099722222,6371392.896,1769.83136,20903520,5806.533333,3440.275984,0.955632218,6967840,1935.511111,5.158577,3440.275984,2460.069926,2460.132063,2460.1942,2460.256337,2460.318475,2460.380612,2460.442749,2460.504886,2460.567023,6371.55383,6371.714765,6371.875699,6372.036634,6372.197568,6372.358502,6372.519437,6372.680371,6372.841306
3960,2460.62916,6373.00224,1.1,3960000,1100,12992126.4,3608.924,2138.228928,0.59395248,4330708.661,1202.974628,3.320253565,2138.228928,1.1,6373002.24,1770.2784,20908800,5808,3441.14496,0.9558736,6969600,1936,5.15988,3441.14496,2460.691297,2460.753434,2460.815571,2460.877708,2460.939846,2461.001983,2461.06412,2461.126257,2461.188394,6373.163174,6373.324109,6373.485043,6373.645978,6373.806912,6373.967846,6374.128781,6374.289715,6374.45065
3961,2461.250531,6374.611584,1.100277778,3961000,1100.277778,12995407.24,3609.835344,2138.768885,0.594102468,4331802.275,1203.27841,3.321092013,2138.768885,1.100277778,6374611.584,1770.72544,20914080,5809.466667,3442.013936,0.956114982,6971360,1936.488889,5.161183,3442.013936,2461.312668,2461.374805,2461.436942,2461.499079,2461.561217,2461.623354,2461.685491,2461.747628,2461.809765,6374.772518,6374.933453,6375.094387,6375.255322,6375.416256,6375.57719,6375.738125,6375.899059,6376.059994
3962,2461.871902,6376.220928,1.100555556,3962000,1100.555556,12998688.08,3610.746689,2139.308842,0.594252456,4332895.888,1203.582191,3.321930461,2139.308842,1.100555556,6376220.928,1771.17248,20919360,5810.933333,3442.882912,0.956356364,6973120,1936.977778,5.162486,3442.882912,2461.934039,2461.996176,2462.058313,2462.12045,2462.182588,2462.244725,2462.306862,2462.368999,2462.431136,6376.381862,6376.542797,6376.703731,6376.864666,6377.0256,6377.186534,6377.347469,6377.508403,6377.669338
3963,2462.493273,6377.830272,1.100833333,3963000,1100.833333,13001968.92,3611.658033,2139.848798,0.594402444,4333989.501,1203.885973,3.322768909,2139.848798,1.100833333,6377830.272,1771.61952,20924640,5812.4,3443.751888,0.956597747,6974880,1937.466667,5.163789,3443.751888,2462.55541,2462.617547,2462.679684,2462.741821,2462.803959,2462.866096,2462.928233,2462.99037,2463.052507,6377.991206,6378.152141,6378.313075,6378.47401,6378.634944,6378.795878,6378.956813,6379.117747,6379.278682
3964,2463.114644,6379.439616,1.101111111,3964000,1101.111111,13005249.76,3612.569378,2140.388755,0.594552432,4335083.114,1204.189754,3.323607357,2140.388755,1.101111111,6379439.616,1772.06656,20929920,5813.866667,3444.620864,0.956839129,6976640,1937.955556,5.165092,3444.620864,2463.176781,2463.238918,2463.301055,2463.363192,2463.42533,2463.487467,2463.549604,2463.611741,2463.673878,6379.60055,6379.761485,6379.922419,6380.083354,6380.244288,6380.405222,6380.566157,6380.727091,6380.888026
3965,2463.736015,6381.04896,1.101388889,3965000,1101.388889,13008530.6,3613.480722,2140.928712,0.59470242,4336176.728,1204.493535,3.324445805,2140.928712,1.101388889,6381048.96,1772.5136,20935200,5815.333333,3445.48984,0.957080511,6978400,1938.444444,5.166395,3445.48984,2463.798152,2463.860289,2463.922426,2463.984563,2464.046701,2464.108838,2464.170975,2464.233112,2464.295249,6381.209894,6381.370829,6381.531763,6381.692698,6381.853632,6382.014566,6382.175501,6382.336435,6382.49737
3966,2464.357386,6382.658304,1.101666667,3966000,1101.666667,13011811.44,3614.392067,2141.468669,0.594852408,4337270.341,1204.797317,3.325284252,2141.468669,1.101666667,6382658.304,1772.96064,20940480,5816.8,3446.358816,0.957321893,6980160,1938.933333,5.167698,3446.358816,2464.419523,2464.48166,2464.543797,2464.605934,2464.668072,2464.730209,2464.792346,2464.854483,2464.91662,6382.819238,6382.980173,6383.141107,6383.302042,6383.462976,6383.62391,6383.784845,6383.945779,6384.106714
3967,2464.978757,6384.267648,1.101944444,3967000,1101.944444,13015092.28,3615.303411,2142.008626,0.595002396,4338363.954,1205.101098,3.3261227,2142.008626,1.101944444,6384267.648,1773.40768,20945760,5818.266667,3447.227792,0.957563276,6981920,1939.422222,5.169001,3447.227792,2465.040894,2465.103031,2465.165168,2465.227305,2465.289443,2465.35158,2465.413717,2465.475854,2465.537991,6384.428582,6384.589517,6384.750451,6384.911386,6385.07232,6385.233254,6385.394189,6385.555123,6385.716058
3968,2465.600128,6385.876992,1.102222222,3968000,1102.222222,13018373.12,3616.214756,2142.548582,0.595152384,4339457.568,1205.40488,3.326961148,2142.548582,1.102222222,6385876.992,1773.85472,20951040,5819.733333,3448.096768,0.957804658,6983680,1939.911111,5.170304,3448.096768,2465.662265,2465.724402,2465.786539,2465.848676,2465.910814,2465.972951,2466.035088,2466.097225,2466.159362,6386.037926,6386.198861,6386.359795,6386.52073,6386.681664,6386.842598,6387.003533,6387.164467,6387.325402
3969,2466.221499,6387.486336,1.1025,3969000,1102.5,13021653.96,3617.1261,2143.088539,0.595302372,4340551.181,1205.708661,3.327799596,2143.088539,1.1025,6387486.336,1774.30176,20956320,5821.2,3448.965744,0.95804604,6985440,1940.4,5.171607,3448.965744,2466.283636,2466.345773,2466.40791,2466.470047,2466.532185,2466.594322,2466.656459,2466.718596,2466.780733,6387.64727,6387.808205,6387.969139,6388.130074,6388.291008,6388.451942,6388.612877,6388.773811,6388.934746
3970,2466.84287,6389.09568,1.102777778,3970000,1102.777778,13024934.8,3618.037444,2143.628496,0.59545236,4341644.794,1206.012443,3.328638044,2143.628496,1.102777778,6389095.68,1774.7488,20961600,5822.666667,3449.83472,0.958287422,6987200,1940.888889,5.17291,3449.83472,2466.905007,2466.967144,2467.029281,2467.091418,2467.153556,2467.215693,2467.27783,2467.339967,2467.402104,6389.256614,6389.417549,6389.578483,6389.739418,6389.900352,6390.061286,6390.222221,6390.383155,6390.54409
3971,2467.464241,6390.705024,1.103055556,3971000,1103.055556,13028215.64,3618.948789,2144.168453,0.595602348,4342738.408,1206.316224,3.329476492,2144.168453,1.103055556,6390705.024,1775.19584,20966880,5824.133333,3450.703696,0.958528804,6988960,1941.377778,5.174213,3450.703696,2467.526378,2467.588515,2467.650652,2467.712789,2467.774927,2467.837064,2467.899201,2467.961338,2468.023475,6390.865958,6391.026893,6391.187827,6391.348762,6391.509696,6391.67063,6391.831565,6391.992499,6392.153434
3972,2468.085612,6392.314368,1.103333333,3972000,1103.333333,13031496.48,3619.860133,2144.70841,0.595752336,4343832.021,1206.620006,3.33031494,2144.70841,1.103333333,6392314.368,1775.64288,20972160,5825.6,3451.572672,0.958770187,6990720,1941.866667,5.175516,3451.572672,2468.147749,2468.209886,2468.272023,2468.33416,2468.396298,2468.458435,2468.520572,2468.582709,2468.644846,6392.475302,6392.636237,6392.797171,6392.958106,6393.11904,6393.279974,6393.440909,6393.601843,6393.762778
3973,2468.706983,6393.923712,1.103611111,3973000,1103.611111,13034777.32,3620.771478,2145.248366,0.595902324,4344925.634,1206.923787,3.331153388,2145.248366,1.103611111,6393923.712,1776.08992,20977440,5827.066667,3452.441648,0.959011569,6992480,1942.355556,5.176819,3452.441648,2468.76912,2468.831257,2468.893394,2468.955531,2469.017669,2469.079806,2469.141943,2469.20408,2469.266217,6394.084646,6394.245581,6394.406515,6394.56745,6394.728384,6394.889318,6395.050253,6395.211187,6395.372122
3974,2469.328354,6395.533056,1.103888889,3974000,1103.888889,13038058.16,3621.682822,2145.788323,0.596052312,4346019.247,1207.227569,3.331991835,2145.788323,1.103888889,6395533.056,1776.53696,20982720,5828.533333,3453.310624,0.959252951,6994240,1942.844444,5.178122,3453.310624,2469.390491,2469.452628,2469.514765,2469.576902,2469.63904,2469.701177,2469.763314,2469.825451,2469.887588,6395.69399,6395.854925,6396.015859,6396.176794,6396.337728,6396.498662,6396.659597,6396.820531,6396.981466
3975,2469.949725,6397.1424,1.104166667,3975000,1104.166667,13041339,3622.594167,2146.32828,0.5962023,4347112.861,1207.53135,3.332830283,2146.32828,1.104166667,6397142.4,1776.984,20988000,5830,3454.1796,0.959494333,6996000,1943.333333,5.179425,3454.1796,2470.011862,2470.073999,2470.136136,2470.198273,2470.260411,2470.322548,2470.384685,2470.446822,2470.508959,6397.303334,6397.464269,6397.625203,6397.786138,6397.947072,6398.108006,6398.268941,6398.429875,6398.59081
3976,2470.571096,6398.751744,1.104444444,3976000,1104.444444,13044619.84,3623.505511,2146.868237,0.596352288,4348206.474,1207.835132,3.333668731,2146.868237,1.104444444,6398751.744,1777.43104,20993280,5831.466667,3455.048576,0.959735716,6997760,1943.822222,5.180728,3455.048576,2470.633233,2470.69537,2470.757507,2470.819644,2470.881782,2470.943919,2471.006056,2471.068193,2471.13033,6398.912678,6399.073613,6399.234547,6399.395482,6399.556416,6399.71735,6399.878285,6400.039219,6400.200154
3977,2471.192467,6400.361088,1.104722222,3977000,1104.722222,13047900.68,3624.416856,2147.408194,0.596502276,4349300.087,1208.138913,3.334507179,2147.408194,1.104722222,6400361.088,1777.87808,20998560,5832.933333,3455.917552,0.959977098,6999520,1944.311111,5.182031,3455.917552,2471.254604,2471.316741,2471.378878,2471.441015,2471.503153,2471.56529,2471.627427,2471.689564,2471.751701,6400.522022,6400.682957,6400.843891,6401.004826,6401.16576,6401.326694,6401.487629,6401.648563,6401.809498
3978,2471.813838,6401.970432,1.105,3978000,1105,13051181.52,3625.3282,2147.94815,0.596652264,4350393.701,1208.442695,3.335345627,2147.94815,1.105,6401970.432,1778.32512,21003840,5834.4,3456.786528,0.96021848,7001280,1944.8,5.183334,3456.786528,2471.875975,2471.938112,2472.000249,2472.062386,2472.124524,2472.186661,2472.248798,2472.310935,2472.373072,6402.131366,6402.292301,6402.453235,6402.61417,6402.775104,6402.936038,6403.096973,6403.257907,6403.418842
3979,2472.435209,6403.579776,1.105277778,3979000,1105.277778,13054462.36,3626.239544,2148.488107,0.596802252,4351487.314,1208.746476,3.336184075,2148.488107,1.105277778,6403579.776,1778.77216,21009120,5835.866667,3457.655504,0.960459862,7003040,1945.288889,5.184637,3457.655504,2472.497346,2472.559483,2472.62162,2472.683757,2472.745895,2472.808032,2472.870169,2472.932306,2472.994443,6403.74071,6403.901645,6404.062579,6404.223514,6404.384448,6404.545382,6404.706317,6404.867251,6405.028186
3980,2473.05658,6405.18912,1.105555556,3980000,1105.555556,13057743.2,3627.150889,2149.028064,0.59695224,4352580.927,1209.050258,3.337022523,2149.028064,1.105555556,6405189.12,1779.2192,21014400,5837.333333,3458.52448,0.960701244,7004800,1945.777778,5.18594,3458.52448,2473.118717,2473.180854,2473.242991,2473.305128,2473.367266,2473.429403,2473.49154,2473.553677,2473.615814,6405.350054,6405.510989,6405.671923,6405.832858,6405.993792,6406.154726,6406.315661,6406.476595,6406.63753
3981,2473.677951,6406.798464,1.105833333,3981000,1105.833333,13061024.04,3628.062233,2149.568021,0.597102228,4353674.541,1209.354039,3.33786097,2149.568021,1.105833333,6406798.464,1779.66624,21019680,5838.8,3459.393456,0.960942627,7006560,1946.266667,5.187243,3459.393456,2473.740088,2473.802225,2473.864362,2473.926499,2473.988637,2474.050774,2474.112911,2474.175048,2474.237185,6406.959398,6407.120333,6407.281267,6407.442202,6407.603136,6407.76407,6407.925005,6408.085939,6408.246874
3982,2474.299322,6408.407808,1.106111111,3982000,1106.111111,13064304.88,3628.973578,2150.107978,0.597252216,4354768.154,1209.657821,3.338699418,2150.107978,1.106111111,6408407.808,1780.11328,21024960,5840.266667,3460.262432,0.961184009,7008320,1946.755556,5.188546,3460.262432,2474.361459,2474.423596,2474.485733,2474.54787,2474.610008,2474.672145,2474.734282,2474.796419,2474.858556,6408.568742,6408.729677,6408.890611,6409.051546,6409.21248,6409.373414,6409.534349,6409.695283,6409.856218
3983,2474.920693,6410.017152,1.106388889,3983000,1106.388889,13067585.72,3629.884922,2150.647934,0.597402204,4355861.767,1209.961602,3.339537866,2150.647934,1.106388889,6410017.152,1780.56032,21030240,5841.733333,3461.131408,0.961425391,7010080,1947.244444,5.189849,3461.131408,2474.98283,2475.044967,2475.107104,2475.169241,2475.231379,2475.293516,2475.355653,2475.41779,2475.479927,6410.178086,6410.339021,6410.499955,6410.66089,6410.821824,6410.982758,6411.143693,6411.304627,6411.465562
3984,2475.542064,6411.626496,1.106666667,3984000,1106.666667,13070866.56,3630.796267,2151.187891,0.597552192,4356955.38,1210.265383,3.340376314,2151.187891,1.106666667,6411626.496,1781.00736,21035520,5843.2,3462.000384,0.961666773,7011840,1947.733333,5.191152,3462.000384,2475.604201,2475.666338,2475.728475,2475.790612,2475.85275,2475.914887,2475.977024,2476.039161,2476.101298,6411.78743,6411.948365,6412.109299,6412.270234,6412.431168,6412.592102,6412.753037,6412.913971,6413.074906
3985,2476.163435,6413.23584,1.106944444,3985000,1106.944444,13074147.4,3631.707611,2151.727848,0.59770218,4358048.994,1210.569165,3.341214762,2151.727848,1.106944444,6413235.84,1781.4544,21040800,5844.666667,3462.86936,0.961908156,7013600,1948.222222,5.192455,3462.86936,2476.225572,2476.287709,2476.349846,2476.411983,2476.474121,2476.536258,2476.598395,2476.660532,2476.722669,6413.396774,6413.557709,6413.718643,6413.879578,6414.040512,6414.201446,6414.362381,6414.523315,6414.68425
