num,kmh_mph,mph_kmh,kmh_kms,kmh_mh,kmh_ms,kmh_fph,kmh_fps,kmh_nmph,kmh_nmps,kmh_yph,kmh_yps,kmh_mach,kmh_knots,mph_mps,mph_mh,mph_ms,mph_fph,mph_fps,mph_nmph,mph_nmps,mph_yph,mph_yps,mph_mach,mph_knots,kmh_mph1,kmh_mph2,kmh_mph3,kmh_mph4,kmh_mph5,kmh_mph6,kmh_mph7,kmh_mph8,kmh_mph9,mph_kmh1,mph_kmh2,mph_kmh3,mph_kmh4,mph_kmh5,mph_kmh6,mph_kmh7,mph_kmh8,mph_kmh9
1326,823.937946,2133.990144,0.368333333,1326000,368.3333333,4350393.84,1208.442733,715.9827168,0.198884088,1450131.234,402.8142315,1.111781876,715.9827168,0.368333333,2133990.144,592.77504,7001280,1944.8,1152.262176,0.320072827,2333760,648.2666667,1.727778,1152.262176,824.0000831,824.0622202,824.1243573,824.1864944,824.2486315,824.3107686,824.3729057,824.4350428,824.4971799,2134.151078,2134.312013,2134.472947,2134.633882,2134.794816,2134.95575,2135.116685,2135.277619,2135.438554
1327,824.559317,2135.599488,0.368611111,1327000,368.6111111,4353674.68,1209.354078,716.5226736,0.199034076,1451224.847,403.118013,1.112620323,716.5226736,0.368611111,2135599.488,593.22208,7006560,1946.266667,1153.131152,0.320314209,2335520,648.7555556,1.729081,1153.131152,824.6214541,824.6835912,824.7457283,824.8078654,824.8700025,824.9321396,824.9942767,825.0564138,825.1185509,2135.760422,2135.921357,2136.082291,2136.243226,2136.40416,2136.565094,2136.726029,2136.886963,2137.047898
1328,825.180688,2137.208832,0.368888889,1328000,368.8888889,4356955.52,1210.265422,717.0626304,0.199184064,1452318.46,403.4217945,1.113458771,717.0626304,0.368888889,2137208.832,593.66912,7011840,1947.733333,1154.000128,0.320555591,2337280,649.2444444,1.730384,1154.000128,825.2428251,825.3049622,825.3670993,825.4292364,825.4913735,825.5535106,825.6156477,825.6777848,825.7399219,2137.369766,2137.530701,2137.691635,2137.85257,2138.013504,2138.174438,2138.335373,2138.496307,2138.657242
1329,825.802059,2138.818176,0.369166667,1329000,369.1666667,4360236.36,1211.176767,717.6025872,0.199334052,1453412.073,403.725576,1.114297219,717.6025872,0.369166667,2138818.176,594.11616,7017120,1949.2,1154.869104,0.320796973,2339040,649.7333333,1.731687,1154.869104,825.8641961,825.9263332,825.9884703,826.0506074,826.1127445,826.1748816,826.2370187,826.2991558,826.3612929,2138.97911,2139.140045,2139.300979,2139.461914,2139.622848,2139.783782,2139.944717,2140.105651,2140.266586
1330,826.42343,2140.42752,0.369444444,1330000,369.4444444,4363517.2,1212.088111,718.142544,0.19948404,1454505.687,404.0293574,1.115135667,718.142544,0.369444444,2140427.52,594.5632,7022400,1950.666667,1155.73808,0.321038356,2340800,650.2222222,1.73299,1155.73808,826.4855671,826.5477042,826.6098413,826.6719784,826.7341155,826.7962526,826.8583897,826.9205268,826.9826639,2140.588454,2140.749389,2140.910323,2141.071258,2141.232192,2141.393126,2141.554061,2141.714995,2141.87593
1331,827.044801,2142.036864,0.369722222,1331000,369.7222222,4366798.04,1212.999456,718.6825008,0.199634028,1455599.3,404.3331389,1.115974115,718.6825008,0.369722222,2142036.864,595.01024,7027680,1952.133333,1156.607056,0.321279738,2342560,650.7111111,1.734293,1156.607056,827.1069381,827.1690752,827.2312123,827.2933494,827.3554865,827.4176236,827.4797607,827.5418978,827.6040349,2142.197798,2142.358733,2142.519667,2142.680602,2142.841536,2143.00247,2143.163405,2143.324339,2143.485274
1332,827.666172,2143.646208,0.37,1332000,370,4370078.88,1213.9108,719.2224576,0.199784016,1456692.913,404.6369204,1.116812563,719.2224576,0.37,2143646.208,595.45728,7032960,1953.6,1157.476032,0.32152112,2344320,651.2,1.735596,1157.476032,827.7283091,827.7904462,827.8525833,827.9147204,827.9768575,828.0389946,828.1011317,828.1632688,828.2254059,2143.807142,2143.968077,2144.129011,2144.289946,2144.45088,2144.611814,2144.772749,2144.933683,2145.094618
1333,828.287543,2145.255552,0.370277778,1333000,370.2777778,4373359.72,1214.822144,719.7624144,0.199934004,1457786.527,404.9407018,1.117651011,719.7624144,0.370277778,2145255.552,595.90432,7038240,1955.066667,1158.345008,0.321762502,2346080,651.6888889,1.736899,1158.345008,828.3496801,828.4118172,828.4739543,828.5360914,828.5982285,828.6603656,828.7225027,828.7846398,828.8467769,2145.416486,2145.577421,2145.738355,2145.89929,2146.060224,2146.221158,2146.382093,2146.543027,2146.703962
1334,828.908914,2146.864896,0.370555556,1334000,370.5555556,4376640.56,1215.733489,720.3023712,0.200083992,1458880.14,405.2444833,1.118489459,720.3023712,0.370555556,2146864.896,596.35136,7043520,1956.533333,1159.213984,0.322003884,2347840,652.1777778,1.738202,1159.213984,828.9710511,829.0331882,829.0953253,829.1574624,829.2195995,829.2817366,829.3438737,829.4060108,829.4681479,2147.02583,2147.186765,2147.347699,2147.508634,2147.669568,2147.830502,2147.991437,2148.152371,2148.313306
1335,829.530285,2148.47424,0.370833333,1335000,370.8333333,4379921.4,1216.644833,720.842328,0.20023398,1459973.753,405.5482648,1.119327906,720.842328,0.370833333,2148474.24,596.7984,7048800,1958,1160.08296,0.322245267,2349600,652.6666667,1.739505,1160.08296,829.5924221,829.6545592,829.7166963,829.7788334,829.8409705,829.9031076,829.9652447,830.0273818,830.0895189,2148.635174,2148.796109,2148.957043,2149.117978,2149.278912,2149.439846,2149.600781,2149.761715,2149.92265
1336,830.151656,2150.083584,0.371111111,1336000,371.1111111,4383202.24,1217.556178,721.3822848,0.200383968,1461067.367,405.8520463,1.120166354,721.3822848,0.371111111,2150083.584,597.24544,7054080,1959.466667,1160.951936,0.322486649,2351360,653.1555556,1.740808,1160.951936,830.2137931,830.2759302,830.3380673,830.4002044,830.4623415,830.5244786,830.5866157,830.6487528,830.7108899,2150.244518,2150.405453,2150.566387,2150.727322,2150.888256,2151.04919,2151.210125,2151.371059,2151.531994
1337,830.773027,2151.692928,0.371388889,1337000,371.3888889,4386483.08,1218.467522,721.9222416,0.200533956,1462160.98,406.1558277,1.121004802,721.9222416,0.371388889,2151692.928,597.69248,7059360,1960.933333,1161.820912,0.322728031,2353120,653.6444444,1.742111,1161.820912,830.8351641,830.8973012,830.9594383,831.0215754,831.0837125,831.1458496,831.2079867,831.2701238,831.3322609,2151.853862,2152.014797,2152.175731,2152.336666,2152.4976,2152.658534,2152.819469,2152.980403,2153.141338
1338,831.394398,2153.302272,0.371666667,1338000,371.6666667,4389763.92,1219.378867,722.4621984,0.200683944,1463254.593,406.4596092,1.12184325,722.4621984,0.371666667,2153302.272,598.13952,7064640,1962.4,1162.689888,0.322969413,2354880,654.1333333,1.743414,1162.689888,831.4565351,831.5186722,831.5808093,831.6429464,831.7050835,831.7672206,831.8293577,831.8914948,831.9536319,2153.463206,2153.624141,2153.785075,2153.94601,2154.106944,2154.267878,2154.428813,2154.589747,2154.750682
1339,832.015769,2154.911616,0.371944444,1339000,371.9444444,4393044.76,1220.290211,723.0021552,0.200833932,1464348.206,406.7633907,1.122681698,723.0021552,0.371944444,2154911.616,598.58656,7069920,1963.866667,1163.558864,0.323210796,2356640,654.6222222,1.744717,1163.558864,832.0779061,832.1400432,832.2021803,832.2643174,832.3264545,832.3885916,832.4507287,832.5128658,832.5750029,2155.07255,2155.233485,2155.394419,2155.555354,2155.716288,2155.877222,2156.038157,2156.199091,2156.360026
1340,832.63714,2156.52096,0.372222222,1340000,372.2222222,4396325.6,1221.201556,723.542112,0.20098392,1465441.82,407.0671721,1.123520146,723.542112,0.372222222,2156520.96,599.0336,7075200,1965.333333,1164.42784,0.323452178,2358400,655.1111111,1.74602,1164.42784,832.6992771,832.7614142,832.8235513,832.8856884,832.9478255,833.0099626,833.0720997,833.1342368,833.1963739,2156.681894,2156.842829,2157.003763,2157.164698,2157.325632,2157.486566,2157.647501,2157.808435,2157.96937
1341,833.258511,2158.130304,0.3725,1341000,372.5,4399606.44,1222.1129,724.0820688,0.201133908,1466535.433,407.3709536,1.124358594,724.0820688,0.3725,2158130.304,599.48064,7080480,1966.8,1165.296816,0.32369356,2360160,655.6,1.747323,1165.296816,833.3206481,833.3827852,833.4449223,833.5070594,833.5691965,833.6313336,833.6934707,833.7556078,833.8177449,2158.291238,2158.452173,2158.613107,2158.774042,2158.934976,2159.09591,2159.256845,2159.417779,2159.578714
1342,833.879882,2159.739648,0.372777778,1342000,372.7777778,4402887.28,1223.024244,724.6220256,0.201283896,1467629.046,407.6747351,1.125197042,724.6220256,0.372777778,2159739.648,599.92768,7085760,1968.266667,1166.165792,0.323934942,2361920,656.0888889,1.748626,1166.165792,833.9420191,834.0041562,834.0662933,834.1284304,834.1905675,834.2527046,834.3148417,834.3769788,834.4391159,2159.900582,2160.061517,2160.222451,2160.383386,2160.54432,2160.705254,2160.866189,2161.027123,2161.188058
1343,834.501253,2161.348992,0.373055556,1343000,373.0555556,4406168.12,1223.935589,725.1619824,0.201433884,1468722.66,407.9785166,1.126035489,725.1619824,0.373055556,2161348.992,600.37472,7091040,1969.733333,1167.034768,0.324176324,2363680,656.5777778,1.749929,1167.034768,834.5633901,834.6255272,834.6876643,834.7498014,834.8119385,834.8740756,834.9362127,834.9983498,835.0604869,2161.509926,2161.670861,2161.831795,2161.99273,2162.153664,2162.314598,2162.475533,2162.636467,2162.797402
1344,835.122624,2162.958336,0.373333333,1344000,373.3333333,4409448.96,1224.846933,725.7019392,0.201583872,1469816.273,408.282298,1.126873937,725.7019392,0.373333333,2162958.336,600.82176,7096320,1971.2,1167.903744,0.324417707,2365440,657.0666667,1.751232,1167.903744,835.1847611,835.2468982,835.3090353,835.3711724,835.4333095,835.4954466,835.5575837,835.6197208,835.6818579,2163.11927,2163.280205,2163.441139,2163.602074,2163.763008,2163.923942,2164.084877,2164.245811,2164.406746
1345,835.743995,2164.56768,0.373611111,1345000,373.6111111,4412729.8,1225.758278,726.241896,0.20173386,1470909.886,408.5860795,1.127712385,726.241896,0.373611111,2164567.68,601.2688,7101600,1972.666667,1168.77272,0.324659089,2367200,657.5555556,1.752535,1168.77272,835.8061321,835.8682692,835.9304063,835.9925434,836.0546805,836.1168176,836.1789547,836.2410918,836.3032289,2164.728614,2164.889549,2165.050483,2165.211418,2165.372352,2165.533286,2165.694221,2165.855155,2166.01609
1346,836.365366,2166.177024,0.373888889,1346000,373.8888889,4416010.64,1226.669622,726.7818528,0.201883848,1472003.5,408.889861,1.128550833,726.7818528,0.373888889,2166177.024,601.71584,7106880,1974.133333,1169.641696,0.324900471,2368960,658.0444444,1.753838,1169.641696,836.4275031,836.4896402,836.5517773,836.6139144,836.6760515,836.7381886,836.8003257,836.8624628,836.9245999,2166.337958,2166.498893,2166.659827,2166.820762,2166.981696,2167.14263,2167.303565,2167.464499,2167.625434
1347,836.986737,2167.786368,0.374166667,1347000,374.1666667,4419291.48,1227.580967,727.3218096,0.202033836,1473097.113,409.1936424,1.129389281,727.3218096,0.374166667,2167786.368,602.16288,7112160,1975.6,1170.510672,0.325141853,2370720,658.5333333,1.755141,1170.510672,837.0488741,837.1110112,837.1731483,837.2352854,837.2974225,837.3595596,837.4216967,837.4838338,837.5459709,2167.947302,2168.108237,2168.269171,2168.430106,2168.59104,2168.751974,2168.912909,2169.073843,2169.234778
1348,837.608108,2169.395712,0.374444444,1348000,374.4444444,4422572.32,1228.492311,727.8617664,0.202183824,1474190.726,409.4974239,1.130227729,727.8617664,0.374444444,2169395.712,602.60992,7117440,1977.066667,1171.379648,0.325383236,2372480,659.0222222,1.756444,1171.379648,837.6702451,837.7323822,837.7945193,837.8566564,837.9187935,837.9809306,838.0430677,838.1052048,838.1673419,2169.556646,2169.717581,2169.878515,2170.03945,2170.200384,2170.361318,2170.522253,2170.683187,2170.844122
1349,838.229479,2171.005056,0.374722222,1349000,374.7222222,4425853.16,1229.403656,728.4017232,0.202333812,1475284.339,409.8012054,1.131066177,728.4017232,0.374722222,2171005.056,603.05696,7122720,1978.533333,1172.248624,0.325624618,2374240,659.5111111,1.757747,1172.248624,838.2916161,838.3537532,838.4158903,838.4780274,838.5401645,838.6023016,838.6644387,838.7265758,838.7887129,2171.16599,2171.326925,2171.487859,2171.648794,2171.809728,2171.970662,2172.131597,2172.292531,2172.453466
1350,838.85085,2172.6144,0.375,1350000,375,4429134,1230.315,728.94168,0.2024838,1476377.953,410.1049869,1.131904625,728.94168,0.375,2172614.4,603.504,7128000,1980,1173.1176,0.325866,2376000,660,1.75905,1173.1176,838.9129871,838.9751242,839.0372613,839.0993984,839.1615355,839.2236726,839.2858097,839.3479468,839.4100839,2172.775334,2172.936269,2173.097203,2173.258138,2173.419072,2173.580006,2173.740941,2173.901875,2174.06281
1351,839.472221,2174.223744,0.375277778,1351000,375.2777778,4432414.84,1231.226344,729.4816368,0.202633788,1477471.566,410.4087683,1.132743072,729.4816368,0.375277778,2174223.744,603.95104,7133280,1981.466667,1173.986576,0.326107382,2377760,660.4888889,1.760353,1173.986576,839.5343581,839.5964952,839.6586323,839.7207694,839.7829065,839.8450436,839.9071807,839.9693178,840.0314549,2174.384678,2174.545613,2174.706547,2174.867482,2175.028416,2175.18935,2175.350285,2175.511219,2175.672154
1352,840.093592,2175.833088,0.375555556,1352000,375.5555556,4435695.68,1232.137689,730.0215936,0.202783776,1478565.179,410.7125498,1.13358152,730.0215936,0.375555556,2175833.088,604.39808,7138560,1982.933333,1174.855552,0.326348764,2379520,660.9777778,1.761656,1174.855552,840.1557291,840.2178662,840.2800033,840.3421404,840.4042775,840.4664146,840.5285517,840.5906888,840.6528259,2175.994022,2176.154957,2176.315891,2176.476826,2176.63776,2176.798694,2176.959629,2177.120563,2177.281498
1353,840.714963,2177.442432,0.375833333,1353000,375.8333333,4438976.52,1233.049033,730.5615504,0.202933764,1479658.793,411.0163313,1.134419968,730.5615504,0.375833333,2177442.432,604.84512,7143840,1984.4,1175.724528,0.326590147,2381280,661.4666667,1.762959,1175.724528,840.7771001,840.8392372,840.9013743,840.9635114,841.0256485,841.0877856,841.1499227,841.2120598,841.2741969,2177.603366,2177.764301,2177.925235,2178.08617,2178.247104,2178.408038,2178.568973,2178.729907,2178.890842
1354,841.336334,2179.051776,0.376111111,1354000,376.1111111,4442257.36,1233.960378,731.1015072,0.203083752,1480752.406,411.3201127,1.135258416,731.1015072,0.376111111,2179051.776,605.29216,7149120,1985.866667,1176.593504,0.326831529,2383040,661.9555556,1.764262,1176.593504,841.3984711,841.4606082,841.5227453,841.5848824,841.6470195,841.7091566,841.7712937,841.8334308,841.8955679,2179.21271,2179.373645,2179.534579,2179.695514,2179.856448,2180.017382,2180.178317,2180.339251,2180.500186
1355,841.957705,2180.66112,0.376388889,1355000,376.3888889,4445538.2,1234.871722,731.641464,0.20323374,1481846.019,411.6238942,1.136096864,731.641464,0.376388889,2180661.12,605.7392,7154400,1987.333333,1177.46248,0.327072911,2384800,662.4444444,1.765565,1177.46248,842.0198421,842.0819792,842.1441163,842.2062534,842.2683905,842.3305276,842.3926647,842.4548018,842.5169389,2180.822054,2180.982989,2181.143923,2181.304858,2181.465792,2181.626726,2181.787661,2181.948595,2182.10953
1356,842.579076,2182.270464,0.376666667,1356000,376.6666667,4448819.04,1235.783067,732.1814208,0.203383728,1482939.632,411.9276757,1.136935312,732.1814208,0.376666667,2182270.464,606.18624,7159680,1988.8,1178.331456,0.327314293,2386560,662.9333333,1.766868,1178.331456,842.6412131,842.7033502,842.7654873,842.8276244,842.8897615,842.9518986,843.0140357,843.0761728,843.1383099,2182.431398,2182.592333,2182.753267,2182.914202,2183.075136,2183.23607,2183.397005,2183.557939,2183.718874
1357,843.200447,2183.879808,0.376944444,1357000,376.9444444,4452099.88,1236.694411,732.7213776,0.203533716,1484033.246,412.2314572,1.13777376,732.7213776,0.376944444,2183879.808,606.63328,7164960,1990.266667,1179.200432,0.327555676,2388320,663.4222222,1.768171,1179.200432,843.2625841,843.3247212,843.3868583,843.4489954,843.5111325,843.5732696,843.6354067,843.6975438,843.7596809,2184.040742,2184.201677,2184.362611,2184.523546,2184.68448,2184.845414,2185.006349,2185.167283,2185.328218
1358,843.821818,2185.489152,0.377222222,1358000,377.2222222,4455380.72,1237.605756,733.2613344,0.203683704,1485126.859,412.5352386,1.138612207,733.2613344,0.377222222,2185489.152,607.08032,7170240,1991.733333,1180.069408,0.327797058,2390080,663.9111111,1.769474,1180.069408,843.8839551,843.9460922,844.0082293,844.0703664,844.1325035,844.1946406,844.2567777,844.3189148,844.3810519,2185.650086,2185.811021,2185.971955,2186.13289,2186.293824,2186.454758,2186.615693,2186.776627,2186.937562
1359,844.443189,2187.098496,0.3775,1359000,377.5,4458661.56,1238.5171,733.8012912,0.203833692,1486220.472,412.8390201,1.139450655,733.8012912,0.3775,2187098.496,607.52736,7175520,1993.2,1180.938384,0.32803844,2391840,664.4,1.770777,1180.938384,844.5053261,844.5674632,844.6296003,844.6917374,844.7538745,844.8160116,844.8781487,844.9402858,845.0024229,2187.25943,2187.420365,2187.581299,2187.742234,2187.903168,2188.064102,2188.225037,2188.385971,2188.546906
1360,845.06456,2188.70784,0.377777778,1360000,377.7777778,4461942.4,1239.428444,734.341248,0.20398368,1487314.086,413.1428016,1.140289103,734.341248,0.377777778,2188707.84,607.9744,7180800,1994.666667,1181.80736,0.328279822,2393600,664.8888889,1.77208,1181.80736,845.1266971,845.1888342,845.2509713,845.3131084,845.3752455,845.4373826,845.4995197,845.5616568,845.6237939,2188.868774,2189.029709,2189.190643,2189.351578,2189.512512,2189.673446,2189.834381,2189.995315,2190.15625
1361,845.685931,2190.317184,0.378055556,1361000,378.0555556,4465223.24,1240.339789,734.8812048,0.204133668,1488407.699,413.4465831,1.141127551,734.8812048,0.378055556,2190317.184,608.42144,7186080,1996.133333,1182.676336,0.328521204,2395360,665.3777778,1.773383,1182.676336,845.7480681,845.8102052,845.8723423,845.9344794,845.9966165,846.0587536,846.1208907,846.1830278,846.2451649,2190.478118,2190.639053,2190.799987,2190.960922,2191.121856,2191.28279,2191.443725,2191.604659,2191.765594
1362,846.307302,2191.926528,0.378333333,1362000,378.3333333,4468504.08,1241.251133,735.4211616,0.204283656,1489501.312,413.7503645,1.141965999,735.4211616,0.378333333,2191926.528,608.86848,7191360,1997.6,1183.545312,0.328762587,2397120,665.8666667,1.774686,1183.545312,846.3694391,846.4315762,846.4937133,846.5558504,846.6179875,846.6801246,846.7422617,846.8043988,846.8665359,2192.087462,2192.248397,2192.409331,2192.570266,2192.7312,2192.892134,2193.053069,2193.214003,2193.374938
1363,846.928673,2193.535872,0.378611111,1363000,378.6111111,4471784.92,1242.162478,735.9611184,0.204433644,1490594.926,414.054146,1.142804447,735.9611184,0.378611111,2193535.872,609.31552,7196640,1999.066667,1184.414288,0.329003969,2398880,666.3555556,1.775989,1184.414288,846.9908101,847.0529472,847.1150843,847.1772214,847.2393585,847.3014956,847.3636327,847.4257698,847.4879069,2193.696806,2193.857741,2194.018675,2194.17961,2194.340544,2194.501478,2194.662413,2194.823347,2194.984282
1364,847.550044,2195.145216,0.378888889,1364000,378.8888889,4475065.76,1243.073822,736.5010752,0.204583632,1491688.539,414.3579275,1.143642895,736.5010752,0.378888889,2195145.216,609.76256,7201920,2000.533333,1185.283264,0.329245351,2400640,666.8444444,1.777292,1185.283264,847.6121811,847.6743182,847.7364553,847.7985924,847.8607295,847.9228666,847.9850037,848.0471408,848.1092779,2195.30615,2195.467085,2195.628019,2195.788954,2195.949888,2196.110822,2196.271757,2196.432691,2196.593626
1365,848.171415,2196.75456,0.379166667,1365000,379.1666667,4478346.6,1243.985167,737.041032,0.20473362,1492782.152,414.6617089,1.144481343,737.041032,0.379166667,2196754.56,610.2096,7207200,2002,1186.15224,0.329486733,2402400,667.3333333,1.778595,1186.15224,848.2335521,848.2956892,848.3578263,848.4199634,848.4821005,848.5442376,848.6063747,848.6685118,848.7306489,2196.915494,2197.076429,2197.237363,2197.398298,2197.559232,2197.720166,2197.881101,2198.042035,2198.20297
1366,848.792786,2198.363904,0.379444444,1366000,379.4444444,4481627.44,1244.896511,737.5809888,0.204883608,1493875.765,414.9654904,1.14531979,737.5809888,0.379444444,2198363.904,610.65664,7212480,2003.466667,1187.021216,0.329728116,2404160,667.8222222,1.779898,1187.021216,848.8549231,848.9170602,848.9791973,849.0413344,849.1034715,849.1656086,849.2277457,849.2898828,849.3520199,2198.524838,2198.685773,2198.846707,2199.007642,2199.168576,2199.32951,2199.490445,2199.651379,2199.812314
1367,849.414157,2199.973248,0.379722222,1367000,379.7222222,4484908.28,1245.807856,738.1209456,0.205033596,1494969.379,415.2692719,1.146158238,738.1209456,0.379722222,2199973.248,611.10368,7217760,2004.933333,1187.890192,0.329969498,2405920,668.3111111,1.781201,1187.890192,849.4762941,849.5384312,849.6005683,849.6627054,849.7248425,849.7869796,849.8491167,849.9112538,849.9733909,2200.134182,2200.295117,2200.456051,2200.616986,2200.77792,2200.938854,2201.099789,2201.260723,2201.421658
1368,850.035528,2201.582592,0.38,1368000,380,4488189.12,1246.7192,738.6609024,0.205183584,1496062.992,415.5730534,1.146996686,738.6609024,0.38,2201582.592,611.55072,7223040,2006.4,1188.759168,0.33021088,2407680,668.8,1.782504,1188.759168,850.0976651,850.1598022,850.2219393,850.2840764,850.3462135,850.4083506,850.4704877,850.5326248,850.5947619,2201.743526,2201.904461,2202.065395,2202.22633,2202.387264,2202.548198,2202.709133,2202.870067,2203.031002
1369,850.656899,2203.191936,0.380277778,1369000,380.2777778,4491469.96,1247.630544,739.2008592,0.205333572,1497156.605,415.8768348,1.147835134,739.2008592,0.380277778,2203191.936,611.99776,7228320,2007.866667,1189.628144,0.330452262,2409440,669.2888889,1.783807,1189.628144,850.7190361,850.7811732,850.8433103,850.9054474,850.9675845,851.0297216,851.0918587,851.1539958,851.2161329,2203.35287,2203.513805,2203.674739,2203.835674,2203.996608,2204.157542,2204.318477,2204.479411,2204.640346
1370,851.27827,2204.80128,0.380555556,1370000,380.5555556,4494750.8,1248.541889,739.740816,0.20548356,1498250.219,416.1806163,1.148673582,739.740816,0.380555556,2204801.28,612.4448,7233600,2009.333333,1190.49712,0.330693644,2411200,669.7777778,1.78511,1190.49712,851.3404071,851.4025442,851.4646813,851.5268184,851.5889555,851.6510926,851.7132297,851.7753668,851.8375039,2204.962214,2205.123149,2205.284083,2205.445018,2205.605952,2205.766886,2205.927821,2206.088755,2206.24969
1371,851.899641,2206.410624,0.380833333,1371000,380.8333333,4498031.64,1249.453233,740.2807728,0.205633548,1499343.832,416.4843978,1.14951203,740.2807728,0.380833333,2206410.624,612.89184,7238880,2010.8,1191.366096,0.330935027,2412960,670.2666667,1.786413,1191.366096,851.9617781,852.0239152,852.0860523,852.1481894,852.2103265,852.2724636,852.3346007,852.3967378,852.4588749,2206.571558,2206.732493,2206.893427,2207.054362,2207.215296,2207.37623,2207.537165,2207.698099,2207.859034
1372,852.521012,2208.019968,0.381111111,1372000,381.1111111,4501312.48,1250.364578,740.8207296,0.205783536,1500437.445,416.7881792,1.150350478,740.8207296,0.381111111,2208019.968,613.33888,7244160,2012.266667,1192.235072,0.331176409,2414720,670.7555556,1.787716,1192.235072,852.5831491,852.6452862,852.7074233,852.7695604,852.8316975,852.8938346,852.9559717,853.0181088,853.0802459,2208.180902,2208.341837,2208.502771,2208.663706,2208.82464,2208.985574,2209.146509,2209.307443,2209.468378
1373,853.142383,2209.629312,0.381388889,1373000,381.3888889,4504593.32,1251.275922,741.3606864,0.205933524,1501531.059,417.0919607,1.151188926,741.3606864,0.381388889,2209629.312,613.78592,7249440,2013.733333,1193.104048,0.331417791,2416480,671.2444444,1.789019,1193.104048,853.2045201,853.2666572,853.3287943,853.3909314,853.4530685,853.5152056,853.5773427,853.6394798,853.7016169,2209.790246,2209.951181,2210.112115,2210.27305,2210.433984,2210.594918,2210.755853,2210.916787,2211.077722
1374,853.763754,2211.238656,0.381666667,1374000,381.6666667,4507874.16,1252.187267,741.9006432,0.206083512,1502624.672,417.3957422,1.152027373,741.9006432,0.381666667,2211238.656,614.23296,7254720,2015.2,1193.973024,0.331659173,2418240,671.7333333,1.790322,1193.973024,853.8258911,853.8880282,853.9501653,854.0123024,854.0744395,854.1365766,854.1987137,854.2608508,854.3229879,2211.39959,2211.560525,2211.721459,2211.882394,2212.043328,2212.204262,2212.365197,2212.526131,2212.687066
1375,854.385125,2212.848,0.381944444,1375000,381.9444444,4511155,1253.098611,742.4406,0.2062335,1503718.285,417.6995237,1.152865821,742.4406,0.381944444,2212848,614.68,7260000,2016.666667,1194.842,0.331900556,2420000,672.2222222,1.791625,1194.842,854.4472621,854.5093992,854.5715363,854.6336734,854.6958105,854.7579476,854.8200847,854.8822218,854.9443589,2213.008934,2213.169869,2213.330803,2213.491738,2213.652672,2213.813606,2213.974541,2214.135475,2214.29641
1376,855.006496,2214.457344,0.382222222,1376000,382.2222222,4514435.84,1254.009956,742.9805568,0.206383488,1504811.898,418.0033051,1.153704269,742.9805568,0.382222222,2214457.344,615.12704,7265280,2018.133333,1195.710976,0.332141938,2421760,672.7111111,1.792928,1195.710976,855.0686331,855.1307702,855.1929073,855.2550444,855.3171815,855.3793186,855.4414557,855.5035928,855.5657299,2214.618278,2214.779213,2214.940147,2215.101082,2215.262016,2215.42295,2215.583885,2215.744819,2215.905754
1377,855.627867,2216.066688,0.3825,1377000,382.5,4517716.68,1254.9213,743.5205136,0.206533476,1505905.512,418.3070866,1.154542717,743.5205136,0.3825,2216066.688,615.57408,7270560,2019.6,1196.579952,0.33238332,2423520,673.2,1.794231,1196.579952,855.6900041,855.7521412,855.8142783,855.8764154,855.9385525,856.0006896,856.0628267,856.1249638,856.1871009,2216.227622,2216.388557,2216.549491,2216.710426,2216.87136,2217.032294,2217.193229,2217.354163,2217.515098
1378,856.249238,2217.676032,0.382777778,1378000,382.7777778,4520997.52,1255.832644,744.0604704,0.206683464,1506999.125,418.6108681,1.155381165,744.0604704,0.382777778,2217676.032,616.02112,7275840,2021.066667,1197.448928,0.332624702,2425280,673.6888889,1.795534,1197.448928,856.3113751,856.3735122,856.4356493,856.4977864,856.5599235,856.6220606,856.6841977,856.7463348,856.8084719,2217.836966,2217.997901,2218.158835,2218.31977,2218.480704,2218.641638,2218.802573,2218.963507,2219.124442
1379,856.870609,2219.285376,0.383055556,1379000,383.0555556,4524278.36,1256.743989,744.6004272,0.206833452,1508092.738,418.9146495,1.156219613,744.6004272,0.383055556,2219285.376,616.46816,7281120,2022.533333,1198.317904,0.332866084,2427040,674.1777778,1.796837,1198.317904,856.9327461,856.9948832,857.0570203,857.1191574,857.1812945,857.2434316,857.3055687,857.3677058,857.4298429,2219.44631,2219.607245,2219.768179,2219.929114,2220.090048,2220.250982,2220.411917,2220.572851,2220.733786
1380,857.49198,2220.89472,0.383333333,1380000,383.3333333,4527559.2,1257.655333,745.140384,0.20698344,1509186.352,419.218431,1.157058061,745.140384,0.383333333,2220894.72,616.9152,7286400,2024,1199.18688,0.333107467,2428800,674.6666667,1.79814,1199.18688,857.5541171,857.6162542,857.6783913,857.7405284,857.8026655,857.8648026,857.9269397,857.9890768,858.0512139,2221.055654,2221.216589,2221.377523,2221.538458,2221.699392,2221.860326,2222.021261,2222.182195,2222.34313
1381,858.113351,2222.504064,0.383611111,1381000,383.6111111,4530840.04,1258.566678,745.6803408,0.207133428,1510279.965,419.5222125,1.157896508,745.6803408,0.383611111,2222504.064,617.36224,7291680,2025.466667,1200.055856,0.333348849,2430560,675.1555556,1.799443,1200.055856,858.1754881,858.2376252,858.2997623,858.3618994,858.4240365,858.4861736,858.5483107,858.6104478,858.6725849,2222.664998,2222.825933,2222.986867,2223.147802,2223.308736,2223.46967,2223.630605,2223.791539,2223.952474
